1 1 1 1 3.54194815
2 1 1 1 0.57692130
5 5 1 1 0.85243608
4 4 1 1 0.85243608
3 3 1 1 0.85243608
2 2 1 1 0.85468178
5 1 5 1 0.02029646
4 1 4 1 0.02029646
3 1 3 1 0.02029646
2 1 2 1 0.11188812
5 2 5 1 0.03085775
4 2 4 1 0.03085775
3 2 3 1 0.03085775
5 5 2 1 0.20533509
4 4 2 1 0.20533509
3 3 2 1 0.20533509
2 2 2 1 0.20528387
5 5 5 5 0.67283273
5 4 5 4 0.03626864
5 5 4 4 0.60029544
4 4 4 4 0.67283273
5 3 5 3 0.03626864
4 3 4 3 0.03626864
5 5 3 3 0.60029544
4 4 3 3 0.60029544
3 3 3 3 0.67283273
5 2 5 2 0.13799628
4 2 4 2 0.13799628
3 2 3 2 0.13799628
5 5 2 2 0.62456838
4 4 2 2 0.62456838
3 3 2 2 0.62456838
2 2 2 2 0.62470881
