9.999999999999998890e-01 2.092146099901571743e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.830874582373999138e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.016755101451564253e-02 5.037782592654561215e-02 1.016755101451564253e-02 5.037782592654561215e-02
2.092146099901571743e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.400161105940381567e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.244679996600736749e-02 2.551830626793101242e-01 9.244679996600736749e-02 2.551830626793101242e-01
0.000000000000000000e+00 0.000000000000000000e+00 9.999999999999997780e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.987666773785638386e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.027567224613939595e-01 9.004744664716229918e-02 -1.027567224613939595e-01 -9.004744664716229918e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.999999999999997780e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.987666773785638386e-01 0.000000000000000000e+00 8.028235029981410642e-02 7.035277578114020047e-02 8.028235029981410642e-02 7.035277578114020047e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.999999999999997780e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.987666773785638386e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.830874582373999138e-01 7.400161105940381567e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.999999999999998890e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.774321250556726626e-01 5.355255507439901086e-01 2.774321250556726626e-01 5.355255507439901086e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.987666773785638386e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.999999999999998890e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.882005202532418653e-01 3.528045219399131294e-01 -3.882005202532418653e-01 -3.528045219399131294e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.987666773785638386e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.999999999999998890e-01 0.000000000000000000e+00 3.032954867283730871e-01 2.756411020055643535e-01 3.032954867283730871e-01 2.756411020055643535e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.987666773785638386e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.999999999999998890e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.016755101451564253e-02 9.244679996600736749e-02 1.027567224613939595e-01 8.028235029981410642e-02 0.000000000000000000e+00 2.774321250556726626e-01 3.882005202532418653e-01 3.032954867283730871e-01 0.000000000000000000e+00 1.000000000000000000e+00 6.458989404992364625e-01 9.874661887936144605e-03 1.275908043592118013e-01
5.037782592654561215e-02 2.551830626793101242e-01 9.004744664716229918e-02 7.035277578114020047e-02 0.000000000000000000e+00 5.355255507439901086e-01 3.528045219399131294e-01 2.756411020055643535e-01 0.000000000000000000e+00 6.458989404992364625e-01 1.000000000000000000e+00 1.275908043592118013e-01 3.741611269828694075e-01
1.016755101451564253e-02 9.244679996600736749e-02 -1.027567224613939595e-01 8.028235029981410642e-02 0.000000000000000000e+00 2.774321250556726626e-01 -3.882005202532418653e-01 3.032954867283730871e-01 0.000000000000000000e+00 9.874661887936144605e-03 1.275908043592118013e-01 1.000000000000000000e+00 6.458989404992364625e-01
5.037782592654561215e-02 2.551830626793101242e-01 -9.004744664716229918e-02 7.035277578114020047e-02 0.000000000000000000e+00 5.355255507439901086e-01 -3.528045219399131294e-01 2.756411020055643535e-01 0.000000000000000000e+00 1.275908043592118013e-01 3.741611269828694075e-01 6.458989404992364625e-01 1.000000000000000000e+00
