3.046994366174652313e+01 -2.854205017384839227e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.989578524292719419e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.864161196595867154e-02 1.309570696216929772e-02 -2.864161196595867154e-02 1.309570696216929772e-02
-2.854205017384839227e+00 2.787882183094668953e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.523947693384409829e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -7.895632705993876899e-02 6.622449794870716167e-02 -7.895632705993876899e-02 6.622449794870716167e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.351305780697082071e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.611640186316269707e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.823136881876430762e-03 5.305512573229694689e-02 -1.823136881876430762e-03 -5.305512573229694689e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.351305780697082071e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.611640186316269707e-01 0.000000000000000000e+00 1.424390641208994959e-03 4.145120715426879598e-02 1.424390641208994959e-03 4.145120715426879598e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.351305780697082071e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.611640186316269707e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.989578524292719419e-01 6.523947693384409829e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.605259999999999687e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.302651146149292560e-02 1.275584227314824348e-01 5.302651146149292560e-02 1.275584227314824348e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.611640186316269707e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.342099999999998738e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.767850907649104242e-01 1.707750038568326967e-01 -2.767850907649104242e-01 -1.707750038568326967e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.611640186316269707e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.342099999999998738e-01 0.000000000000000000e+00 2.162482130831183957e-01 1.334240559028857520e-01 2.162482130831183957e-01 1.334240559028857520e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.611640186316269707e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.342099999999998738e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.864161196595867154e-02 -7.895632705993876899e-02 1.823136881876430762e-03 1.424390641208994959e-03 0.000000000000000000e+00 5.302651146149292560e-02 2.767850907649104242e-01 2.162482130831183957e-01 0.000000000000000000e+00 1.549404550448719275e+00 2.931517669860761455e-01 -2.427920241617270714e-02 -4.700697564871344353e-03
1.309570696216929772e-02 6.622449794870716167e-02 5.305512573229694689e-02 4.145120715426879598e-02 0.000000000000000000e+00 1.275584227314824348e-01 1.707750038568326967e-01 1.334240559028857520e-01 0.000000000000000000e+00 2.931517669860761455e-01 2.747879999999999767e-01 -4.700697564871324403e-03 3.543218651921754836e-02
-2.864161196595867154e-02 -7.895632705993876899e-02 -1.823136881876430762e-03 1.424390641208994959e-03 0.000000000000000000e+00 5.302651146149292560e-02 -2.767850907649104242e-01 2.162482130831183957e-01 0.000000000000000000e+00 -2.427920241617270714e-02 -4.700697564871324403e-03 1.549404550448719275e+00 2.931517669860761455e-01
1.309570696216929772e-02 6.622449794870716167e-02 -5.305512573229694689e-02 4.145120715426879598e-02 0.000000000000000000e+00 1.275584227314824348e-01 -1.707750038568326967e-01 1.334240559028857520e-01 0.000000000000000000e+00 -4.700697564871344353e-03 3.543218651921754836e-02 2.931517669860761455e-01 2.747879999999999767e-01
