1 1 1 1 2.92351276
2 1 1 1 0.51837619
5 5 1 1 0.74249121
4 4 1 1 0.74249121
3 3 1 1 0.74249121
2 2 1 1 0.74422932
5 1 5 1 0.02026369
4 1 4 1 0.02026369
3 1 3 1 0.02026369
2 1 2 1 0.10926190
5 2 5 1 0.02999600
4 2 4 1 0.02999600
3 2 3 1 0.02999600
5 5 2 1 0.19323982
4 4 2 1 0.19323982
3 3 2 1 0.19323982
2 2 2 1 0.19317740
5 5 5 5 0.58677273
5 4 5 4 0.03162963
5 5 4 4 0.52351347
4 4 4 4 0.58677273
5 3 5 3 0.03162963
4 3 4 3 0.03162963
5 5 3 3 0.52351347
4 4 3 3 0.52351347
3 3 3 3 0.58677273
5 2 5 2 0.12034559
4 2 4 2 0.12034559
3 2 3 2 0.12034559
5 5 2 2 0.54468173
4 4 2 2 0.54468173
3 3 2 2 0.54468173
2 2 2 2 0.54480420
