1 1 1 1 2.29883054
2 1 1 1 0.39203636
5 5 1 1 0.56957835
4 4 1 1 0.56957835
3 3 1 1 0.56957835
2 2 1 1 0.57098830
5 1 5 1 0.01460670
4 1 4 1 0.01460670
3 1 3 1 0.01460670
2 1 2 1 0.07953874
5 2 5 1 0.02188810
4 2 4 1 0.02188810
3 2 3 1 0.02188810
5 5 2 1 0.14308296
4 4 2 1 0.14308296
3 3 2 1 0.14308296
2 2 2 1 0.14304125
5 5 5 5 0.44985909
5 4 5 4 0.02424938
5 5 4 4 0.40136032
4 4 4 4 0.44985909
5 3 5 3 0.02424938
4 3 4 3 0.02424938
5 5 3 3 0.40136032
4 4 3 3 0.40136032
3 3 3 3 0.44985909
5 2 5 2 0.09226495
4 2 4 2 0.09226495
3 2 3 2 0.09226495
5 5 2 2 0.41758932
4 4 2 2 0.41758932
3 3 2 2 0.41758932
2 2 2 2 0.41768322
